atype,phase_of_flt,state,height,speed,effect,sky,species,birds_struck,month_of_the_year,season
B-737-200,Take-off run,Pacific,0.0,120.0,None,Some Cloud,OWLS,1,February,Winter
B-737-200,Landing Roll,Pacific,0.0,105.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,November,Fall
FK-28-1000,Landing Roll,East South Central,0.0,120.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,April,Spring
CL-RJ100/200,Landing Roll,South Atlantic,0.0,105.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,February,Winter
PA-31 NAVAJO,Approach,South Atlantic,300.0,135.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,September,Fall
BA-ATP,Climb,East North Central,10.0,115.0,None,Some Cloud,GULLS,2-10,October,Fall
DC-9-50,Climb,Pacific,10.0,160.0,None,Some Cloud,PACIFIC GOLDEN-PLOVER,1,November,Fall
DC-9-80,Approach,Pacific,300.0,135.0,None,No Cloud,UNKNOWN BIRD,1,August,Summer
MD-82,Landing Roll,West South Central,0.0,105.0,None,No Cloud,BARN OWL,1,August,Summer
FK-100,Approach,West South Central,1000.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
B-737-300,Landing Roll,West South Central,0.0,105.0,None,No Cloud,BLACKBIRDS,1,April,Spring
BE-200 KING,Approach,East South Central,20.0,90.0,None,Some Cloud,CANADA GOOSE,1,January,Winter
C-340,Climb,Pacific,200.0,110.0,None,No Cloud,GULLS,1,January,Winter
DC-9,Landing Roll,South Atlantic,0.0,120.0,None,Overcast,OWLS,1,January,Winter
EMB-120,Landing Roll,Pacific,0.0,40.0,None,No Cloud,RED-TAILED HAWK,1,July,Summer
MD-82,Take-off run,Pacific,0.0,120.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,March,Spring
B-737-200,Take-off run,South Atlantic,0.0,115.0,Aborted Take-off,No Cloud,UNKNOWN BIRD - MEDIUM,1,June,Summer
A-320,En Route,Pacific,32500.0,130.0,Precautionary Landing,No Cloud,UNKNOWN BIRD,1,September,Fall
FK-28-4000,Climb,Pacific,700.0,160.0,Precautionary Landing,No Cloud,UNKNOWN BIRD - MEDIUM,1,July,Summer
C-210 CENTUR,Landing Roll,South Atlantic,0.0,105.0,Other,No Cloud,WHITE-TAILED DEER,1,December,Winter
DHC8 DASH 8,Approach,Pacific,100.0,110.0,None,No Cloud,PACIFIC GOLDEN-PLOVER,1,August,Summer
CITATION II,Approach,New England,5.0,100.0,None,Some Cloud,KILLDEER,1,June,Summer
B-737-200,Take-off run,Pacific,0.0,110.0,None,Some Cloud,NUTMEG MANNIKIN,1,December,Winter
C-172,Take-off run,South Atlantic,0.0,120.0,Other,No Cloud,WHITE-TAILED DEER,0,September,Fall
B-767,Approach,Unknown,150.0,131.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,June,Summer
ATR-42,Landing Roll,Unknown,0.0,120.0,None,Some Cloud,GULLS,1,June,Summer
B-767-200,Take-off run,Middle Atlantic,0.0,120.0,None,No Cloud,UNKNOWN BIRD,1,June,Summer
PA-28,Climb,New England,50.0,60.0,None,No Cloud,CANADA GOOSE,1,July,Summer
C-172,Approach,South Atlantic,20.0,65.0,None,No Cloud,GULLS,2-10,January,Winter
L-1011,Take-off run,Middle Atlantic,0.0,120.0,Aborted Take-off,No Cloud,RING-NECKED PHEASANT,1,May,Spring
B-737,Landing Roll,South Atlantic,0.0,105.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,November,Fall
FK-100,Climb,East South Central,7500.0,250.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,July,Summer
ATR-72,Take-off run,West South Central,0.0,120.0,Aborted Take-off,No Cloud,COYOTE,1,December,Winter
MD-82,Climb,East South Central,500.0,180.0,Precautionary Landing,No Cloud,UNKNOWN BIRD,1,December,Winter
B-737-300,Approach,East North Central,3300.0,210.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,October,Fall
B-737-200,Landing Roll,New England,0.0,110.0,None,No Cloud,GULLS,1,March,Spring
MD-83,Approach,Pacific,50.0,127.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,February,Winter
M-20,Landing Roll,Middle Atlantic,0.0,60.0,None,Some Cloud,MOURNING DOVE,1,August,Summer
B-737-400,Take-off run,Middle Atlantic,0.0,120.0,Precautionary Landing,No Cloud,GULLS,1,May,Spring
EMB-120,Climb,South Atlantic,500.0,150.0,None,No Cloud,DOVES,2-10,November,Fall
PA-23-250,Taxi,East North Central,0.0,50.0,Other,Some Cloud,WHITE-TAILED DEER,1,July,Summer
B-737-300,Climb,Middle Atlantic,700.0,150.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,December,Winter
A-320,Approach,Unknown,300.0,135.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
FK-100,Take-off run,Middle Atlantic,0.0,120.0,None,Overcast,WHITE-TAILED DEER,1,January,Winter
MD-80,Approach,West North Central,200.0,140.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,July,Summer
C-421,Approach,South Atlantic,3700.0,120.0,None,Overcast,OWLS,1,November,Fall
B-727,Landing Roll,East North Central,0.0,90.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10,June,Summer
MD-82,Take-off run,South Atlantic,0.0,150.0,None,Overcast,UNKNOWN BIRD - SMALL,1,May,Spring
SAAB-340,Approach,Middle Atlantic,10.0,115.0,None,Overcast,HAWKS,1,July,Summer
BA-146-200,Climb,East North Central,400.0,150.0,None,Some Cloud,SPARROWS,1,August,Summer
B-737-300,Approach,South Atlantic,100.0,140.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,May,Spring
UNKNOWN,Take-off run,East North Central,0.0,120.0,None,Overcast,WESTERN MEADOWLARK,1,May,Spring
MD-82,Take-off run,West South Central,0.0,150.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
IAI ASTRA JT,Landing Roll,South Atlantic,0.0,105.0,Other,No Cloud,WHITE-TAILED DEER,1,May,Spring
DC-9,Approach,South Atlantic,100.0,135.0,None,Overcast,GULLS,2-10,March,Spring
B-727-200,Landing Roll,South Atlantic,0.0,130.0,None,No Cloud,EUROPEAN STARLING,1,May,Spring
B-737,Landing Roll,South Atlantic,0.0,105.0,None,No Cloud,UNKNOWN BIRD,1,February,Winter
B-727-200,Approach,South Atlantic,2.0,110.0,Other,Some Cloud,GULLS,2-10,July,Summer
BE-58  BARON,Approach,South Atlantic,500.0,130.0,None,Some Cloud,UNKNOWN BIRD - LARGE,1,February,Winter
DC-8-63,En Route,Unknown,2500.0,130.0,None,No Cloud,GEESE,1,April,Spring
B-737-400,Approach,Middle Atlantic,800.0,140.0,None,No Cloud,BLACKBIRDS,2-10,September,Fall
B-757-200,Approach,South Atlantic,300.0,70.0,None,Some Cloud,CATTLE EGRET,1,July,Summer
B-737-300,Take-off run,West South Central,0.0,110.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,February,Winter
C-206 STATIO,Approach,West North Central,1600.0,140.0,Other,Overcast,RED-TAILED HAWK,1,May,Spring
B-737-300,Take-off run,Middle Atlantic,0.0,145.0,None,No Cloud,BLACKBIRDS,1,July,Summer
C-185 SKYWAG,Take-off run,Unknown,0.0,120.0,Other,No Cloud,UNKNOWN BIRD,0,May,Spring
DC-9-30,Take-off run,Mountain,0.0,120.0,None,Some Cloud,UNKNOWN BIRD,1,July,Summer
SAAB-340,Approach,West South Central,300.0,135.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,November,Fall
BE-1900,Descent,East South Central,4000.0,210.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
CL-600,Climb,East North Central,100.0,150.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
MD-80,Approach,Mountain,300.0,210.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,October,Fall
MD-83,Approach,Pacific,1800.0,170.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
B-727-200,Approach,Middle Atlantic,50.0,140.0,None,No Cloud,SPARROWS,2-10,August,Summer
MD-80,Approach,South Atlantic,500.0,130.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
IAI-1124,Approach,Pacific,300.0,135.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
UNKNOWN,Take-off run,South Atlantic,0.0,130.0,None,Some Cloud,KILLDEER,1,July,Summer
B-737-300,Take-off run,South Atlantic,0.0,125.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
B-737,Approach,Middle Atlantic,300.0,130.0,None,No Cloud,GULLS,2-10,February,Winter
B-757-200,Approach,West South Central,200.0,125.0,None,No Cloud,UNKNOWN BIRD,1,February,Winter
C-340,Approach,Pacific,400.0,70.0,None,No Cloud,UNKNOWN BIRD,2-10,October,Fall
B-737-300,Approach,Pacific,800.0,135.0,None,Some Cloud,DUCKS,2-10,October,Fall
SA227 AC METRO III,Descent,West South Central,2000.0,200.0,Precautionary Landing,No Cloud,GEESE,1,November,Fall
EMB-120,Take-off run,South Atlantic,0.0,100.0,Aborted Take-off,Overcast,UNKNOWN BIRD - MEDIUM,2-10,August,Summer
DC-10,Approach,Pacific,50.0,140.0,None,Some Cloud,GULLS,1,July,Summer
B-737-200,Approach,East South Central,300.0,125.0,None,Some Cloud,EUROPEAN STARLING,2-10,January,Winter
DHC8 DASH 8,Climb,South Atlantic,500.0,125.0,Precautionary Landing,Some Cloud,GEESE,2-10,January,Winter
MD-82,Climb,Mountain,10.0,160.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,August,Summer
B-737-200,Approach,South Atlantic,100.0,130.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
B-737-200,Approach,South Atlantic,50.0,135.0,None,No Cloud,UNKNOWN BIRD,1,February,Winter
DA-20 FALCON,Climb,East South Central,4060.0,250.0,Engine Shut Down,No Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
MD-80,Take-off run,Unknown,0.0,125.0,None,No Cloud,EUROPEAN STARLING,2-10,June,Summer
DC-9-30,En Route,Unknown,4800.0,250.0,None,No Cloud,UNKNOWN BIRD - LARGE,1,May,Spring
PA-28,Approach,New England,300.0,135.0,Precautionary Landing,Some Cloud,BLACKBIRDS,2-10,August,Summer
SAAB-340,Take-off run,East North Central,0.0,120.0,None,Overcast,EGRETS,1,August,Summer
PA-44 SEMINOLE,Approach,South Atlantic,2000.0,110.0,None,No Cloud,HAWKS,1,November,Fall
B-737-200,Take-off run,Pacific,0.0,110.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
B-757-200,Landing Roll,Pacific,0.0,105.0,None,No Cloud,ROCK PIGEON,1,October,Fall
SAAB-340,Landing Roll,West North Central,0.0,115.0,None,Some Cloud,SPARROWS,1,February,Winter
B-737-200,Approach,South Atlantic,2000.0,125.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,February,Winter
C-560,Approach,South Atlantic,20.0,100.0,None,Some Cloud,GULLS,1,February,Winter
SAAB-340,Landing Roll,New England,0.0,85.0,None,Some Cloud,SPARROWS,2-10,July,Summer
BA-ATP,Climb,East North Central,100.0,135.0,None,Overcast,UNKNOWN BIRD - SMALL,11-100,June,Summer
C-182 SKYLAN,Approach,Mountain,300.0,135.0,Other,No Cloud,WHITE-TAILED DEER,0,August,Summer
B-757-200,Approach,East North Central,1000.0,135.0,None,Some Cloud,UNKNOWN BIRD,1,July,Summer
B-737-300,Landing Roll,Unknown,0.0,140.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,May,Spring
SAAB-340,Approach,Middle Atlantic,300.0,135.0,None,Overcast,BLACKBIRDS,1,September,Fall
DC-8-61,En Route,Unknown,2500.0,130.0,None,No Cloud,UNKNOWN BIRD,1,September,Fall
DC-9,Landing Roll,Pacific,0.0,100.0,None,No Cloud,ROCK PIGEON,1,September,Fall
BE-1900,Approach,Mountain,300.0,135.0,None,No Cloud,UNKNOWN BIRD,1,August,Summer
C-177,En Route,Unknown,1000.0,120.0,None,No Cloud,CHIMNEY SWIFT,1,June,Summer
B-737-300,Approach,West South Central,500.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,June,Summer
B-767-200,Landing Roll,Middle Atlantic,0.0,105.0,None,No Cloud,LAUGHING GULL,1,June,Summer
CL-RJ100/200,Take-off run,East North Central,0.0,120.0,None,Overcast,MOURNING DOVE,1,February,Winter
B-727,Take-off run,South Atlantic,0.0,120.0,None,Overcast,UNKNOWN BIRD - SMALL,1,February,Winter
B-727,Landing Roll,East North Central,0.0,105.0,None,No Cloud,COYOTE,1,October,Fall
PA-28,Climb,South Atlantic,550.0,105.0,Engine Shut Down,No Cloud,TURKEY VULTURE,1,April,Spring
ATR-72,Approach,South Atlantic,50.0,135.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
B-737-400,Take-off run,New England,0.0,135.0,Precautionary Landing,Overcast,UNKNOWN BIRD - SMALL,11-100,November,Fall
MD-80,Approach,Pacific,300.0,140.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,November,Fall
C-402,Landing Roll,West South Central,0.0,70.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
C-180,Approach,Pacific,300.0,135.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
LEARJET-35,Take-off run,East North Central,0.0,100.0,None,Overcast,GULLS,1,April,Spring
B-737-300,Approach,Mountain,500.0,135.0,None,Some Cloud,GULLS,1,March,Spring
B-737-300,Approach,Pacific,300.0,135.0,None,No Cloud,UNKNOWN BIRD - LARGE,1,December,Winter
MD-82,Climb,Pacific,650.0,150.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
B-737-200,Landing Roll,Pacific,0.0,100.0,None,No Cloud,SPARROWS,1,August,Summer
MD-82,Climb,Pacific,50.0,145.0,Precautionary Landing,No Cloud,GULLS,2-10,June,Summer
B-747,Take-off run,Middle Atlantic,0.0,80.0,Aborted Take-off,No Cloud,UNKNOWN BIRD,1,May,Spring
BE-36,Landing Roll,Unknown,0.0,105.0,None,No Cloud,GREAT BLUE HERON,1,July,Summer
BA-31 JETSTR,Approach,East North Central,300.0,135.0,Precautionary Landing,No Cloud,UNKNOWN BIRD,1,May,Spring
B-737-300,Approach,South Atlantic,300.0,130.0,None,Overcast,GULLS,1,February,Winter
DC-9-30,En Route,Unknown,2500.0,130.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
BE-200 KING,Approach,West North Central,50.0,110.0,None,Overcast,CANADA GOOSE,2-10,September,Fall
B-737-300,Take-off run,South Atlantic,0.0,120.0,None,No Cloud,EASTERN MEADOWLARK,1,September,Fall
B-767-300,Approach,South Atlantic,500.0,145.0,None,No Cloud,BLACKBIRDS,2-10,April,Spring
DC-9,Climb,Pacific,50.0,160.0,None,Overcast,MANNIKINS,1,October,Fall
B-727,Approach,West North Central,50.0,140.0,None,Overcast,UNKNOWN BIRD - SMALL,2-10,October,Fall
C-182 SKYLAN,En Route,Pacific,3000.0,150.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
GULFAERO IV,Climb,East North Central,90.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
B-737-200,Landing Roll,Pacific,0.0,120.0,None,Some Cloud,FINCHES,1,August,Summer
B-727-200,Approach,West South Central,10.0,130.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
FK-100,Take-off run,Middle Atlantic,0.0,120.0,None,Some Cloud,EUROPEAN STARLING,2-10,July,Summer
DC-9-30,Take-off run,West North Central,0.0,120.0,None,No Cloud,UNKNOWN BIRD,1,November,Fall
PA-31 NAVAJO,Approach,East South Central,150.0,120.0,None,Overcast,UNKNOWN BIRD - SMALL,1,October,Fall
B-737-300,Climb,South Atlantic,3000.0,200.0,None,No Cloud,WOOD STORK,1,May,Spring
CL-RJ100/200,Take-off run,Middle Atlantic,0.0,80.0,Aborted Take-off,Overcast,SPARROWS,2-10,December,Winter
EMB-120,Approach,South Atlantic,150.0,130.0,None,No Cloud,EUROPEAN STARLING,1,March,Spring
CITATION II,Landing Roll,New England,0.0,110.0,None,No Cloud,GULLS,1,December,Winter
B-767-200,Landing Roll,Pacific,0.0,105.0,None,Some Cloud,ROCK PIGEON,2-10,October,Fall
DHC8 DASH 8,Landing Roll,East North Central,0.0,105.0,None,No Cloud,KILLDEER,1,July,Summer
B-737-300,Approach,Pacific,500.0,138.0,None,Overcast,DUCKS,1,January,Winter
DC-9-30,En Route,Unknown,2500.0,130.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
BA-125-800,Landing Roll,Middle Atlantic,0.0,105.0,None,Some Cloud,UNKNOWN BIRD,1,February,Winter
BE-200 KING,Approach,Pacific,50.0,120.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,February,Winter
B-737,Landing Roll,Mountain,0.0,105.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
B-767-300,Take-off run,South Atlantic,0.0,120.0,Precautionary Landing,No Cloud,UNKNOWN BIRD,1,January,Winter
PA-31 NAVAJO,Taxi,South Atlantic,0.0,12.5,None,Some Cloud,SANDPIPERS,2-10,October,Fall
B-737-300,Approach,Pacific,6000.0,250.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
B-727-200,Take-off run,East South Central,0.0,137.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
DC-9-80,Approach,West South Central,400.0,130.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,September,Fall
MD-82,Take-off run,East North Central,0.0,125.0,None,No Cloud,SPARROWS,1,August,Summer
DC-9,Approach,East South Central,175.0,145.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
MD-80,Approach,West South Central,400.0,140.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
B-727,Climb,South Atlantic,20.0,150.0,None,Overcast,GULLS,2-10,May,Spring
DC-9-30,Approach,Middle Atlantic,3700.0,230.0,None,No Cloud,UNKNOWN BIRD - LARGE,1,October,Fall
DC-9,Take-off run,West North Central,0.0,100.0,Aborted Take-off,Overcast,UNKNOWN BIRD - SMALL,11-100,November,Fall
B-737,Approach,Pacific,350.0,140.0,None,No Cloud,GULLS,2-10,December,Winter
ATR-72,Climb,West South Central,1900.0,170.0,Precautionary Landing,Some Cloud,UNKNOWN BIRD - MEDIUM,1,March,Spring
B-737-300,Approach,Pacific,50.0,140.0,None,Some Cloud,WESTERN MEADOWLARK,1,November,Fall
B-737-500,Approach,Pacific,400.0,135.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
FK-100,Approach,Middle Atlantic,4.0,120.0,None,Some Cloud,KILLDEER,1,August,Summer
DC-9-50,Landing Roll,Pacific,0.0,120.0,None,No Cloud,PACIFIC GOLDEN-PLOVER,2-10,January,Winter
BE-90  KING,Descent,East North Central,2600.0,200.0,None,Some Cloud,GEESE,2-10,October,Fall
B-737-300,Descent,West North Central,5000.0,210.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
MD-80,Take-off run,Pacific,0.0,120.0,None,No Cloud,UNKNOWN BIRD,1,September,Fall
B-727-200,Approach,South Atlantic,1700.0,160.0,None,No Cloud,GEESE,1,November,Fall
FK-100,Landing Roll,Middle Atlantic,0.0,100.0,None,Some Cloud,CROWS,2-10,September,Fall
DC-9-30,Climb,Middle Atlantic,500.0,150.0,Engine Shut Down,Overcast,GULLS,1,November,Fall
DC-9,Approach,Pacific,200.0,135.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,June,Summer
DC-9-30,Approach,West South Central,800.0,140.0,None,Overcast,GULLS,2-10,March,Spring
B-727,Approach,Pacific,4000.0,190.0,None,No Cloud,UNKNOWN BIRD,1,March,Spring
MBB BK117,En Route,Middle Atlantic,2500.0,130.0,Precautionary Landing,No Cloud,UNKNOWN BIRD - MEDIUM,1,July,Summer
DC-9,Take-off run,West North Central,0.0,30.0,None,Overcast,UNKNOWN BIRD - SMALL,1,June,Summer
B-737-400,Landing Roll,Middle Atlantic,0.0,120.0,None,No Cloud,GULLS,1,February,Winter
MD-82,Approach,Pacific,20.0,135.0,None,Some Cloud,WESTERN MEADOWLARK,1,July,Summer
ROBINSON R22,Climb,East South Central,100.0,60.0,Precautionary Landing,No Cloud,UNKNOWN BIRD - SMALL,1,November,Fall
FK-100,Take-off run,West South Central,0.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,2-10,June,Summer
B-747,Take-off run,Middle Atlantic,0.0,120.0,Aborted Take-off,No Cloud,HERRING GULL,1,December,Winter
FK-100,Approach,East South Central,5000.0,210.0,None,No Cloud,UNKNOWN BIRD - LARGE,1,February,Winter
B-767-200,Climb,East South Central,100.0,120.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,July,Summer
B-747-1/200,Climb,Pacific,2500.0,180.0,None,No Cloud,UNKNOWN BIRD,1,November,Fall
FK-28-4000,Take-off run,East South Central,0.0,130.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,June,Summer
B-737-300,Climb,Pacific,3000.0,250.0,None,Overcast,DUCKS,2-10,February,Winter
B-737-300,Approach,Mountain,50.0,140.0,None,No Cloud,WESTERN MEADOWLARK,1,October,Fall
DC-9-40,En Route,Unknown,2500.0,130.0,None,No Cloud,UNKNOWN BIRD,1,November,Fall
DC-9-50,Landing Roll,Pacific,0.0,140.0,None,Some Cloud,PACIFIC GOLDEN-PLOVER,2-10,October,Fall
HOMEBUILT,En Route,West South Central,1000.0,140.0,None,Some Cloud,BATS,1,July,Summer
B-727,Take-off run,East North Central,0.0,55.0,Aborted Take-off,Some Cloud,EUROPEAN STARLING,11-100,October,Fall
MD-88,Climb,South Atlantic,300.0,140.0,None,Overcast,GULLS,1,June,Summer
BA-31 JETSTR,Climb,Pacific,1000.0,130.0,Precautionary Landing,No Cloud,UNKNOWN BIRD,1,October,Fall
HOMEBUILT,En Route,Pacific,2500.0,130.0,Other,Overcast,HAWKS,1,February,Winter
B-737-200,Approach,Pacific,10.0,140.0,None,Overcast,UNKNOWN BIRD - SMALL,1,February,Winter
DC-9-30,Take-off run,Middle Atlantic,0.0,120.0,Aborted Take-off,No Cloud,GULLS,1,October,Fall
B-737-200,Take-off run,Pacific,0.0,120.0,None,Some Cloud,BARN OWL,1,July,Summer
B-737-200,Approach,East North Central,250.0,125.0,None,No Cloud,BLACKBIRDS,1,August,Summer
MD-80,Take-off run,West South Central,0.0,135.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,March,Spring
B-727-200,Landing Roll,Pacific,0.0,100.0,None,Overcast,RABBITS,1,March,Spring
C-210 CENTUR,Take-off run,East South Central,0.0,120.0,Aborted Take-off,Overcast,MOURNING DOVE,2-10,October,Fall
MD-82,Approach,West North Central,1500.0,150.0,None,Some Cloud,UNKNOWN BIRD - SMALL,2-10,May,Spring
FK-100,En Route,Unknown,8000.0,250.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10,September,Fall
MD-80,Approach,South Atlantic,3500.0,190.0,None,Some Cloud,GULLS,2-10,September,Fall
EMB-120,Approach,South Atlantic,90.0,95.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,November,Fall
DC-9,Take-off run,East North Central,0.0,70.0,Aborted Take-off,No Cloud,GULLS,2-10,August,Summer
B-727,Approach,South Atlantic,300.0,135.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
FK-100,Approach,West South Central,2000.0,140.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,December,Winter
B-737-300,Climb,Mountain,200.0,170.0,Precautionary Landing,Some Cloud,UNKNOWN BIRD - LARGE,2-10,January,Winter
SAAB-340,Approach,West South Central,10.0,120.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,November,Fall
B-737-200,Landing Roll,Pacific,0.0,100.0,None,Some Cloud,DOVES,2-10,November,Fall
B-737-200,Approach,West South Central,1400.0,190.0,Other,Some Cloud,SNOW GOOSE,2-10,November,Fall
B-727,Climb,West South Central,1000.0,150.0,None,No Cloud,UNKNOWN BIRD,2-10,April,Spring
MD-83,Approach,Mountain,35.0,115.0,None,No Cloud,SPARROWS,1,July,Summer
MD-80,Landing Roll,Pacific,0.0,100.0,None,Overcast,UNKNOWN BIRD - SMALL,1,June,Summer
C-182 SKYLAN,Climb,Pacific,190.0,75.0,None,Some Cloud,AMERICAN CROW,1,June,Summer
BE-1900,Approach,South Atlantic,150.0,110.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10,June,Summer
B-767-200,Approach,Pacific,5800.0,230.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
B-737-200,Descent,South Atlantic,4000.0,250.0,None,Some Cloud,GULLS,1,November,Fall
BA-31 JETSTR,Approach,Pacific,200.0,140.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,November,Fall
B-737-300,Approach,New England,2000.0,135.0,None,No Cloud,CANVASBACK,1,November,Fall
DC-8-70,Approach,East South Central,200.0,190.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,March,Spring
RKWL SABRLNR,Landing Roll,East South Central,0.0,115.0,None,Some Cloud,MOURNING DOVE,1,September,Fall
BA-41 JETSTR,Descent,Unknown,4000.0,210.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
DHC8 DASH 8,Take-off run,South Atlantic,0.0,85.0,Aborted Take-off,Overcast,GULLS,2-10,February,Winter
B-737-300,Approach,East North Central,1000.0,130.0,None,Overcast,"DUCKS, GEESE, SWANS",1,December,Winter
B-737-200,Climb,Pacific,200.0,150.0,Other,Some Cloud,UNKNOWN BIRD,1,December,Winter
DC-9-80,Climb,East North Central,200.0,160.0,None,Overcast,GULLS,1,October,Fall
DC-9,Take-off run,Unknown,0.0,120.0,None,No Cloud,GULLS,1,October,Fall
UNKNOWN,Descent,West North Central,3500.0,160.0,Other,Overcast,UNKNOWN BIRD,2-10,November,Fall
