opid,operator,atype,remarks,phase_of_flt,date,state,height,speed,effect,sky,species,birds_struck
USA,US AIRWAYS,B-737-400,,Climb,5/12/1998 0:00:00,NY,1300.0,250.0,None,Overcast,GULLS,1
AFR,AIR FRANCE,B-747-1/200,NO DAMAGE. BLOOD SMEARS ON ALL 4 MAIN GEARS.  CREW SAW 5 OR 6  GEESE FLYING W TO E & WAS UNABLE TO AVOID THEM.  CAPT BELIEVES HE  HIT AT LEAST 2.,Approach,9/6/1992 0:00:00,NY,300.0,135.0,None,,CANADA GOOSE,2-10
RBD,TRANS WORLD EXPRESS,BA-41 JETSTR,CREW SAID 3 OR 4 BIRDS CROSSED DIRECTLY IN FRONT OF US & MAY HAVE  BEEN HIT.  1 GOLDEN PLOVER WAS RECOVERED.  NO DAMAGE TO A/C. TIME  WAS 10:14AM,Landing Roll,9/23/1992 0:00:00,NY,0.0,105.0,None,No Cloud,AMERICAN GOLDEN-PLOVER,1
DAL,DELTA AIR LINES,MD-88,RADOME HAD BLOOD AT 2'OCLOCK POSITION (FACING A/C.) NO VIS.  DAMAGE. AIRLINE MAINT. NOTIFIED & CONTRACT MAINT INSPCTD A/C PRIOR  TO NEXT DEPTR.,Climb,8/22/1998 0:00:00,GA,4000.0,210.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1
BTA,EXPRESSJET (CONTINENTAL EXPRS),BE-1900,"NO DAMAGE, 2 DEAD BIRDS ON RWY. TWR WAS NOTIFIED",Landing Roll,9/11/1998 0:00:00,OH,0.0,120.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10
TWA,TRANS WORLD AIRLINES,DC-9,,Take-off run,9/1/1997 0:00:00,IA,0.0,150.0,None,Overcast,UNKNOWN BIRD - SMALL,1
EJA,EXECUTIVE JET AVIATION,CITATION II,SMALL BLOOD/GUTS SMEAR ON NOSE ABOVE RADOME WITH A SLIGHT SPLASH  OF BLOOD ON WINDSHLD. NO APPARENT DAMAGE.,Descent,9/3/1998 0:00:00,TX,6500.0,250.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1
AAH*,ALOHA AIRLINES,B-737-200,FLT 273 HAD A BIRD STRIKE TO F/O FWD WINDOW 1000' AFTER T/D.  NO DAMAGE FOUND ON INSPN.,Landing Roll,9/26/1997 0:00:00,HI,0.0,130.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1
SWA,SOUTHWEST AIRLINES,B-737-300,NO DAMAGE. PART OF A/C STRUCK NOT REPTD.,Approach,3/23/1996 0:00:00,CA,950.0,140.0,None,No Cloud,UNKNOWN BIRD - SMALL,1
DAL,DELTA AIR LINES,MD-88,,Take-off run,4/27/1997 0:00:00,CT,0.0,135.0,None,No Cloud,RED-TAILED HAWK,1
BUS,BUSINESS,C-150,VERY SMALL SPARROW,Climb,5/26/1998 0:00:00,PA,250.0,50.0,Precautionary Landing,No Cloud,SPARROWS,1
USA,US AIRWAYS,B-737-300,,Landing Roll,12/4/1996 0:00:00,,0.0,100.0,None,No Cloud,GULLS,1
AAL,AMERICAN AIRLINES,MD-83,NO DAMAGE NOTED.,Approach,10/1/1991 0:00:00,IL,500.0,125.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1
SYX,SKYWAY AIRLINES,BE-1900,PART STRUCK UNKN. FLT 1834.,Approach,10/30/1996 0:00:00,WI,5.0,120.0,None,Overcast,GULLS,1
TRS,AIRTRAN AIRWAYS,DC-9-30,"BIRD STRUCK WIPER BLADE, NO DAMAGE. HAD A/C INSPCTD FOR DAMAGE.",Climb,1/3/1998 0:00:00,FL,50.0,150.0,None,Some Cloud,GULLS,1
BUS,BUSINESS,PA-60 600,PART OF A/C DAMAGED NOT REPTD BUT DAMAGE MUST HAVE BEEN MINOR AS  REPAIRS COST $500.,Climb,8/1/1997 0:00:00,MA,20.0,100.0,None,No Cloud,GULLS,1
PVT,PRIVATELY OWNED,BE-35,ENG = CONT E-225,Descent,2/19/1997 0:00:00,CA,800.0,120.0,Precautionary Landing,No Cloud,UNKNOWN BIRD - MEDIUM,1
NWA,NORTHWEST AIRLINES,DC-9-50,ATIS WARNING,Climb,10/2/1997 0:00:00,TN,5.0,138.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1
SWA,SOUTHWEST AIRLINES,B-737-300,NO DAMAGE. HIT L WING,Climb,10/2/1997 0:00:00,CA,1500.0,170.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1
COM,COMAIR AIRLINES,EMB-120,PILOT REPT NO VIZ INDICATION ON PLANE OF BIRD STRIKE,Landing Roll,5/21/1998 0:00:00,FL,0.0,105.0,None,Some Cloud,EGRETS,1
AAL,AMERICAN AIRLINES,MD-80,"FLT 805. BIRD DOVE IN FRONT OF A/C & WAS SPEARED BY PITOT  TUBE, FLUNG UP ON R SIDE OF WINDSHLD THEN SUCKED INTO R ENG. ONLY  DAMAGE WAS BIRD GUTS STUCK IN PITOT TUBE. NO ENG DAMAGE.",Take-off run,7/2/1997 0:00:00,IL,0.0,135.0,Precautionary Landing,No Cloud,UNKNOWN BIRD - SMALL,1
RYN,RYAN INTL AIRLINES,B-737-200,,Approach,9/24/1996 0:00:00,PA,2000.0,140.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1
DAL,DELTA AIR LINES,B-727-200,"NO DAMAGE, JUST BLOOD & GUTS.",Approach,3/11/1997 0:00:00,CA,300.0,140.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,2-10
DAL,DELTA AIR LINES,B-727-200,NO DAMAGE TO F/O WINDSHLD.,Climb,12/3/1996 0:00:00,LA,50.0,150.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10
USA,US AIRWAYS,B-737-300,"UNABLE TO REACH MCO ATCT. SPEED, AREA OF STRIKE, DAMAGE # OF  BIRDS SEEN ALL UNKN.",Take-off run,11/17/1996 0:00:00,CT,0.0,120.0,None,No Cloud,SNOWY OWL,1
COA,CONTINENTAL AIRLINES,DC-9,PILOT CALLED NO APPARENT DAMAGE AT THIS TIME. FLT 1706. TIME =  1503 LCL.,Landing Roll,9/8/1996 0:00:00,FL,0.0,100.0,None,Overcast,DOVES,2-10
DAL,DELTA AIR LINES,MD-88,WARNING ON ATIS.  FLT 1041,Landing Roll,9/8/1996 0:00:00,FL,0.0,100.0,None,Overcast,DOVES,2-10
EGF,AMERICAN EAGLE AIRLINES,ATR-42,FLT 495,Landing Roll,8/28/1997 0:00:00,PR,0.0,100.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1
BUS,BUSINESS,C-172,"PILOT EXECUTED A GO AROUND WHEN GULL FLEW UP TOWARDS A/C WHILE ON  SHORT FINAL. PILOT NOT AWARE OF STRIKE UNTIL NEXT DAY WHEN BLOOD  SPLATTERS WERE FOUND. PILOT AWARE OF ON GOING PROBLEM WITH BIRDS  NEAR RWY 15, TWR OPS HAD CEASED BY TIME OF INCIDENT (2200 LCL).",Approach,4/12/1997 0:00:00,WA,25.0,65.0,Other,Overcast,GULLS,1
DAL,DELTA AIR LINES,MD-88,ATIS WARNING. NO DAMAGE. FLT 579.,Approach,6/6/1998 0:00:00,KY,600.0,140.0,None,Some Cloud,BLACKBIRDS,1
QXE,HORIZON AIR,DHC8 DASH 8,NO DAMAGE,Take-off run,6/6/1998 0:00:00,OR,0.0,100.0,None,No Cloud,GREAT BLUE HERON,1
AAH*,ALOHA AIRLINES,B-737,,Landing Roll,7/29/1997 0:00:00,HI,0.0,105.0,None,No Cloud,SPARROWS,1
BUS,BUSINESS,PA-23-250,"(DATA ENTRY NOTE: BIRD REPTD AS GRACKLE, ASSUME COMMON GRACKLE FROM LOCATION)",Descent,6/15/1997 0:00:00,CT,80.0,100.0,None,No Cloud,COMMON GRACKLE,1
BUS,BUSINESS,C-172,"ATIS WARNING. NO DAMAGE. FLOCK OF 8-10 FLEW IN FRONT OF A/C AS  PLANE WAS FLARED TO LAND. PILOT BELIEVES 1 BIRD WAS ""RUFFLED.""",Approach,6/29/1996 0:00:00,NY,10.0,55.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1
BUS,BUSINESS,C-500,"DAMAGE TO FAN, T1 SENSOR & 1ST STAGE STATOR OF #1 ENG.. I HEARD THE BIRD STRIKE THE FAN &  IMMEDIATELY ABORTED T/O & SHUT ENG DOWN.",Take-off run,1/14/1997 0:00:00,VA,0.0,60.0,Aborted Take-off,No Cloud,UNKNOWN BIRD - SMALL,1
SWA,SOUTHWEST AIRLINES,B-737-300,2 BIRDS INGESTED. FAN BLADES DAMAGED.,Climb,2/6/1996 0:00:00,AZ,300.0,130.0,Precautionary Landing,,UNKNOWN BIRD,2-10
DAL,DELTA AIR LINES,MD-88,,Approach,2/6/1997 0:00:00,AL,50.0,120.0,None,No Cloud,ROCK PIGEON,1
PDT,PIEDMONT AIRLINES,DHC8 DASH 8,NO DAMAGE. POSSIBLY AN OWL. RWY SWEEP CONDUCTED & REPTD CLEAR.  TIME = 2245 LCL.,Approach,9/9/1996 0:00:00,FL,300.0,135.0,None,Some Cloud,UNKNOWN BIRD - LARGE,1
SWA,SOUTHWEST AIRLINES,B-737-300,FLT 726 RETD TO OAK DUE TO A BIRD STRIKE TO #1 ENG. LANDED W/O  INCIDENT. TIME = 0802 LCL.  GE REPTS NO DAMAGE. INGESTED IN CORE.,Climb,9/9/1996 0:00:00,CA,700.0,150.0,Precautionary Landing,,UNKNOWN BIRD,1
DHL,ASTAR AIR CARGO (WAS DHL ARWY),B-727-100,,Approach,11/16/1996 0:00:00,NY,300.0,135.0,None,Some Cloud,MALLARD,1
NWA,NORTHWEST AIRLINES,DC-9-30,FLT 1793. HIT F/O SIDE WINDOW. NO DAMAGE. NON-WATERFOWL.,Approach,5/27/1998 0:00:00,MN,200.0,122.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1
UAL,UNITED AIRLINES,B-737-500,"MALE MALLARD, ID BY ROXIE. DAMAGED 20 FAN BLADES. INCREASED  VIBRATION OF ENG. NO CORE INGESTION.",Take-off run,5/26/1994 0:00:00,,0.0,120.0,Precautionary Landing,,MALLARD,1
NWA,NORTHWEST AIRLINES,DC-9,,Landing Roll,8/21/1996 0:00:00,WI,0.0,80.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1
COM,COMAIR AIRLINES,CL-RJ100/200,NO DAMAGE. ON 1 MI FINAL WHEN STRIKE OCCURRED.,Approach,10/2/1997 0:00:00,FL,300.0,140.0,None,No Cloud,UNKNOWN BIRD - SMALL,1
PVT,PRIVATELY OWNED,C-182 SKYLAN,TIME = 1535PDT. NO REPTD DAMAGE.,Approach,5/11/1996 0:00:00,AZ,800.0,100.0,None,No Cloud,EUROPEAN STARLING,1
DAL,DELTA AIR LINES,B-757-200,BIRDS STRUCK ENG COWL. NO KNOWN DAMAGE. REPTD IN LOG BOOK FOR  MAINT INSPN.,Landing Roll,1/14/1997 0:00:00,UT,0.0,135.0,None,,UNKNOWN BIRD - SMALL,2-10
SCX,SUN COUNTRY AIRLINES,DC-10,,Approach,3/15/1997 0:00:00,FL,200.0,160.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,2-10
USA,US AIRWAYS,B-737-300,ENG NOSE COWL IS DENTED OUTSIDE.,Approach,8/28/1997 0:00:00,DC,100.0,140.0,None,No Cloud,DUCKS,1
USA,US AIRWAYS,B-737-300,"# BIRDS STRUCK NOT REPTD, ASSUME 1. REPLACED 2 BENT FAN BLADES.",Climb,8/28/1997 0:00:00,PA,200.0,150.0,None,Overcast,UNKNOWN BIRD,1
AAL,AMERICAN AIRLINES,B-757-200,"A/C INSPCTD FOR DAMAGE, NONE NOTED.",Approach,2/9/1997 0:00:00,CA,500.0,130.0,None,Some Cloud,GULLS,1
EGF,AMERICAN EAGLE AIRLINES,SAAB-340,"FLT 615 HAD BIRD STRIKE ON DEPTR, NO REPTD DAMAGE. TIME = 2212Z.",Climb,2/9/1997 0:00:00,TX,200.0,150.0,None,,UNKNOWN BIRD,1
FLG,PINNACLE (FORMERLY EXPSAIRL 1),SAAB-340,"LANDED LONG, NO DAMAGE OBSVD. TIME = 2138Z.",Landing Roll,8/25/1991 0:00:00,AL,0.0,120.0,Other,No Cloud,CATTLE EGRET,2-10
ASH,MESA AIRLINES,BE-1900,FLT 7833 HAD NO DAMAGE/INJURIES. TIME = 1257LCL,Approach,12/24/1996 0:00:00,WA,200.0,115.0,None,No Cloud,QUAILS,2-10
BUS,BUSINESS,BE-1900,"BIRD HIT RT ENG SPINNER & FOLLOWED DOWN RT SIDE OF FUSELAGE &  DAMAGED RT STABILON JUST FWD OF TAIL SECTION. EXTENT OF DAMAGE  NOT REPTD, ASSUME MINOR.",Climb,12/15/1996 0:00:00,FL,500.0,140.0,Precautionary Landing,No Cloud,VULTURES,1
COA,CONTINENTAL AIRLINES,B-737-300,"TIME = 0300Z. # BIRDS STRUCK NOT REPTD, ASSUME 1.",Approach,12/15/1996 0:00:00,MO,3200.0,180.0,None,Some Cloud,UNKNOWN BIRD - LARGE,1
DAL,DELTA AIR LINES,B-727,,Climb,12/15/1996 0:00:00,CA,1000.0,160.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,2-10
NWA,NORTHWEST AIRLINES,B-757-200,CAPT REPTD NO DAMAGE. FLT 483.,Landing Roll,5/8/1997 0:00:00,WI,0.0,150.0,None,Some Cloud,SPARROWS,1
DAL,DELTA AIR LINES,B-727,FLT 1162,Take-off run,4/9/1997 0:00:00,VA,0.0,100.0,None,No Cloud,GULLS,1
DAL,DELTA AIR LINES,B-727-200,2 BIRDS HIT LOWER NOSE ON ROTATION. TOWER & COMPANY NOTIFIED &  ENTERED IN LOGBOOK BIRDS WERE SMALL AND BLACK.,Take-off run,4/9/1997 0:00:00,TN,0.0,140.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10
ASA,ALASKA AIRLINES,B-737,FLT 97 STRUCK A BIRD ON DEPTR RWY AT SNA. PILOT DIVERTED TO LAX  W/O INCIDENT. TIME = 0753 LCL. NO REPTD DAMAGE.,Climb,6/27/1997 0:00:00,CA,200.0,150.0,Other,,UNKNOWN BIRD,1
PVT,PRIVATELY OWNED,DA-50 FALCON,"# BIRDS STRUCK NOT REPTD, ASSUME 1.  TIME = 1300 EST. CONTD TO  DEST.",Take-off run,2/14/1998 0:00:00,RI,0.0,120.0,None,No Cloud,GULLS,1
FDX,FEDEX EXPRESS,MD-11,,Approach,10/17/1997 0:00:00,NJ,1700.0,170.0,None,Overcast,UNKNOWN BIRD,2-10
DAL,DELTA AIR LINES,EMB-120,"FLT1550 ATL-BUF, RETD TO ATL W/ A STRANGE ODOR IN THE CABIN.  BELIEVED TO HAVE A BIRD STRIKE ON DEPTR. LANDED SAFELY. TIME =  0250Z.",Climb,11/19/1997 0:00:00,GA,200.0,150.0,Precautionary Landing,,UNKNOWN BIRD,1
MES,MESABA AIRLINES,SAAB-340,FLT 3032.,Approach,2/27/1998 0:00:00,OH,10.0,115.0,None,Some Cloud,SPARROWS,1
ASQ,ATLANTIC SOUTHEAST,EMB-120,"3 DOVES, NO DAMAGE. FLT 76.",Take-off run,12/16/1998 0:00:00,WV,0.0,120.0,None,Some Cloud,MOURNING DOVE,2-10
UNK,UNKNOWN,UNKNOWN,NO DAMAGE,Landing Roll,6/10/1998 0:00:00,FL,0.0,100.0,None,No Cloud,GRACKLES,2-10
DAL,DELTA AIR LINES,B-727-200,NOTAM WARNING. NO DAMAGE. TIME = 0850LCL,Take-off run,6/4/1997 0:00:00,NY,0.0,142.0,None,No Cloud,UNKNOWN BIRD - SMALL,1
UAL,UNITED AIRLINES,B-737-500,"# BIRDS STRUCK NOT REPTD, ASSUME 1. FLT 2617. DURING  T/O A FLOCK OF BIRDS WAS NOTED SITTING ON RWY. SHORTLY AFTER  ROTATION A NOTICEABLE BANG WAS HEARD ON RT SIDE OF A/C BEHIND  COCKPIT. ALL ENG PARAMETERS & FLT CHARACTERISTICS NORMAL. FLT  CONTD W/ NO PROBS.  MAINT FOUND NO DAMAGE TO #2 ENG.",Climb,8/2/1997 0:00:00,CA,100.0,165.0,None,No Cloud,UNKNOWN BIRD,1
TRS,AIRTRAN AIRWAYS,B-737-200,PILOT SHUT DOWN #2 ENG ON LANDING ROLLOUT. 2 DUCKS HIT. 1 WAS  INGESTED CAUSING A SERIES OF COMPRESSOR STALLS. AIRLINE MAINT  STATED ENG WOULD HAVE TO BE CHANGED.,Climb,8/7/1996 0:00:00,FL,20.0,155.0,Precautionary Landing,Some Cloud,DUCKS,2-10
AAL,AMERICAN AIRLINES,A-300,FLT 881,Take-off run,8/23/1996 0:00:00,FL,0.0,110.0,None,Some Cloud,SPARROWS,2-10
SWA,SOUTHWEST AIRLINES,B-737-300,,Climb,9/6/1997 0:00:00,CA,5000.0,250.0,None,No Cloud,UNKNOWN BIRD,1
DAL,DELTA AIR LINES,B-737-200,VERY SMALL DEPRESSION IN FUSELAGE SKIN REQUIRING NO REPAIR.,Climb,8/13/1996 0:00:00,GA,10000.0,320.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1
MRA,MARTINAIRE,C-208,MRA 666 ABTD. T/O DUE TO A BIRD STRIKE. NO DAMAGE FOUND. FLT  DEPTS W/O FURTHER INCID.,Take-off run,8/13/1996 0:00:00,TX,0.0,120.0,Aborted Take-off,,UNKNOWN BIRD,1
BUS,BUSINESS,C-172,PILOT SWERVED TO AVOID DEER & STRUCK A RWY LIGHT. A/C WENT OFF  RWY INTO GRASS & CAME TO REST ON THE NOSE. MINOR DAMAGE. NOINJURIES. TIME = 2048 EDT.,Landing Roll,8/26/1996 0:00:00,CT,0.0,105.0,Other,,WHITE-TAILED DEER,1
COM,COMAIR AIRLINES,CL-RJ100/200,SMALL DENT ON LEADING EDGE OF L WING.,Approach,6/14/1995 0:00:00,OH,200.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1
UCA,COMMUTAIR,BE-1900,"NOT A STRIKE. A/C ABORTED T/O AT 1728EST AFTER REPTNG DEAD GULL ON RWY. BIRD  REMVD, A/C DEPTD. AT 1743EST.",Take-off run,3/1/1996 0:00:00,NY,0.0,120.0,Aborted Take-off,,GULLS,1
USA,US AIRWAYS,B-737-300,TIME = 2218 LCL. UNKN IF DAMAGE.,Approach,8/29/1997 0:00:00,NY,4000.0,160.0,None,Some Cloud,UNKNOWN BIRD,1
DAL,DELTA AIR LINES,B-767-300,2 GULLS WERE SEEN IN A/C LIGHTS. 1 WENT OVER A/C 2ND HIT ABOUT 1  1/2 FT ABOVE F/O'S WINDSHLD ON METAL FUSELAGE. NO DAMAGE.,Climb,4/19/1997 0:00:00,UT,40.0,127.0,None,Some Cloud,GULLS,1
GOV,GOVERNMENT,BE-200 KING,"BIRD STRIKE TO WINDSHLD, NO DAMAGE. SOME REMAINS ON WINDSHLD.  TIME = 1130 LCL.",Approach,8/28/1997 0:00:00,IL,400.0,130.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1
DAL,DELTA AIR LINES,B-727,ATIS WARNING,Approach,9/2/1998 0:00:00,FL,100.0,135.0,None,Overcast,UNKNOWN BIRD - SMALL,1
PVT,PRIVATELY OWNED,PA-32,"A/C VEERED UPON LANDING TO AVOID COLLISION W/ A DEER. L MAIN GEAR  WENT OFF SIDE OF RWY. PILOT ABORTED LANDING AND APPLIED FULL  THROTTLE. DURING ACCELERATION, L WING HIT A BUSH AT 10-15' OFF  THE GROUND. PILOT DECIDED A/C DID NOT HAVE ENOUGHT ALT. TO CLEAR  POWER LINES & TREES SO HE LANDED IN A CLEAR AREA TO L SIDE OF  RWY. NO INJURIES",Landing Roll,1/20/1996 0:00:00,TX,0.0,105.0,Other,No Cloud,WHITE-TAILED DEER,1
AAL,AMERICAN AIRLINES,DC-10-10,BIRD WAS STRUCK JUST AFTER T/D. TOWER WAS PROMPTLY INFORMED. BIRD  WAS KILLED ON IMPACT & REMOVED FROM RWY. NO A/C DAMAGE.FLT CREW  ENTERED STRIKE IN LOGBOOK & POST FLT INSPCTD.,Approach,7/13/1996 0:00:00,CA,10.0,110.0,None,Some Cloud,HAWKS,1
COA,CONTINENTAL AIRLINES,MD-82,FLT 511,Landing Roll,7/28/1998 0:00:00,CA,0.0,120.0,None,No Cloud,HAWKS,1
PVT,PRIVATELY OWNED,EXPERIMENTAL,"BIRD WENT THRU WINDSHLD CAUSING A/C TO CRASH LAND 1/2 MI NORTH OF ARPT IN A HAYFIELD WHICH HAD NOT BEEN MOWED. 2 OTHER BIRDS HIT  PROP AND LOWER COWL.  SUBSTANTIAL DAMAGE. MINOR INJURY TO PILOT,  REQUIRED STITCHES. BIRD ONLY DAMAGED WINDSHLD, REST OF DAMAGE  RESULTED FROM LANDING AND TIP OVER. SOME DAMAGE CAUSED BY REMOVAL FROM FIELD. SOFTBALL SIZED HOLE IN PILOT SIDE OF CANOPY. PILOT  NEEDED STITCHES ON FOREHEAD AND HAD A CUT NOSE. PILOT WAS WEARING  GLASSES WHICH PROTECTED HIM FROM FURTHER INJURY. ONE OF THE  WHEEL PANTS BROKE LOOSE LOCKED UNDER THE TIRE AND CAUSED THE  PLANE TO FLIP OVER.  CRANK SHAFT FLANGE WAS BENT DURING EITHER  THE TIP OVER OR RECOVERY. BOTH WINGS NEEDED NEW SKINS WITH  NEW ITPS. A NEW CANOPY WAS INSTALLED ALONG WITH ELEVATORS, PROP,  RUDDER, VERTICAL STAB., MOTOR MOUNT/LANDING GEAR, WHEEL  PANTS, TIRES AND REAR SPAR CARRY THROUGH.TOTAL TIME OUT  OF SERVICE WAS 14 MONTHS.",Climb,6/19/1997 0:00:00,UT,100.0,120.0,Precautionary Landing,No Cloud,ROCK PIGEON,2-10
RYN,RYAN INTL AIRLINES,B-727-200,PILOT NOT WARNED BY ATC OR ATIS BUT MIGRATORY BIRD WAS LISTED  IN ARPT FACILITIES DIR. NO DAMAGE WAS REPTD AT THIS TIME.,Take-off run,6/19/1997 0:00:00,NH,0.0,90.0,None,Overcast,GULLS,1
USA,US AIRWAYS,DC-9-30,,Landing Roll,9/9/1997 0:00:00,GA,0.0,130.0,None,Some Cloud,DOVES,2-10
AAL,AMERICAN AIRLINES,MD-82,TIME = 1701 LCL.,Landing Roll,1/19/1998 0:00:00,TX,0.0,120.0,None,No Cloud,UNKNOWN BIRD - SMALL,1
DAL,DELTA AIR LINES,B-737,"SAW NUMEROUS BIRD AROUND VR, FELT THUMP DURING ROTATION. NO  ADVERSE EFFECTS. NO EVIDENCE OF STRIKE FOUND ON INSPN.",Take-off run,1/19/1998 0:00:00,FL,0.0,140.0,None,,UNKNOWN BIRD - SMALL,1
BTA,EXPRESSJET (CONTINENTAL EXPRS),BE-1900,FLT 3287.,Approach,9/27/1997 0:00:00,OH,200.0,127.0,None,No Cloud,UNKNOWN BIRD - SMALL,1
BUS,BUSINESS,PA-32,STRUCK AT WING ROOT ON REINFORCED SURFACE. DAMAGE MOSTLY  COSMETIC. NO DAMAGE TO TAIL. COST LESS THAN $500. TIME = 2330  LCL. 50 NM N OF BWG.,En Route,9/27/1997 0:00:00,KY,5500.0,130.0,None,No Cloud,"DUCKS, GEESE, SWANS",1
BUS,BUSINESS,BE-90  KING,"LOW ALTITUDE STALL W/ MIRACULOUS RECOVERY. BOUNCED 4 TIMES ON  LDG. INABILITY TO CONTROL A/C. BELIEVED INSUFFICIENT NOTIFICATION  & SUPERVISION OF CONDITION CAUSED THIS EXTREMELY DANGEROUS  SITUATION. BIRDS WERE COVERING THE FIRST 1000' OF RWY. ATIS  WARNING & LCL FREQ. THIS WAS NOT THE ACTIVE RWY AND TOWER COULD  NOT SEE THE GULLS, HOWEVER THE WINDS FAVORED THIS RWY.  THERE IS  A LAKE NEAR THE END OF THE RWY WITH FOOD COURTS WHICH ATTRACT  GULLS.  30 DEAD GULLS FOUND ON RWY.",Approach,4/5/1997 0:00:00,FL,200.0,100.0,Other,Some Cloud,UNKNOWN BIRD - LARGE,11-100
DAL,DELTA AIR LINES,L-1011-500,CAPT ADZ GRN CONTROL THAT HE SAW BIRDS PASS UNDER A/C & FELT THEY MAY HAVE HIT A FLOCK.. FOUND 25 STARLINGS. NO MARKINGS OF ANY KIND WERE SEEN ON FUSELAGE.,Approach,8/20/1997 0:00:00,NY,100.0,150.0,None,Overcast,EUROPEAN STARLING,11-100
BUS,BUSINESS,B-737-400,BIRD GRAZED TOP OF WING JUST AFT OF LEADING EDGE.,Approach,4/6/1998 0:00:00,MI,15.0,120.0,None,No Cloud,GULLS,1
PRH,PRO AIR,B-737-400,"REPT MADE TO ATC FOR FOLLOWING TRAFFIC. LARGE ""POP"" ON GROUND  WINDHSLD SEAL SEPARATED AT TOP LEFT OF F/O UPPER LEFT. SUSPECT  GULL OR DUCK. OVER LAKES ERIE & ST. CLAIR.",Descent,9/26/1998 0:00:00,MI,8000.0,250.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1
BUS,BUSINESS,C-310,NO DAMAGE. TIME = 1520 LCL.,Take-off run,9/9/1997 0:00:00,WI,0.0,50.0,Aborted Take-off,No Cloud,GULLS,1
UNK,UNKNOWN,PA-32,"AS A/C ACCELERATED I HEARD A LOUD BANG & MY FORWARD VIS WAS  IMPAIRED BY A DARK FLUID COVERING WINDSHIELD. ABORTED T/O.  PAX  SAW A DEER RUN ACROSS RWY. NO AIRFRAME DAMGE, BUT 2 OF THE 3  BLADES HAD TO BE REPLACED. OPS TOLD ME THAT THERE WAS A SIMILAR ACCIDENT LAST WEEK & THAT THEY HAVE HAD 3 INCIDENTS INVOLVING  DEER THIS YEAR.  STATE HAS PROVIDED SOME MONEY FOR A FENCE BUT   NOT ENOUGH TO COMPLETELY FENCE THE ARPT.  A PLAN TO CULL THE DEER  HERD IS NOT GOING TO BE ALLOWED ACCORDING TO THE CITY &  ENVIRONMENTAL GROUPS IN THE AREA.",Take-off run,6/1/1995 0:00:00,NY,0.0,70.0,Aborted Take-off,,WHITE-TAILED DEER,1
UFS,UFS-UNITED EXPRESS,BA-ATP,,En Route,8/12/1996 0:00:00,IN,12000.0,210.0,None,No Cloud,UNKNOWN BIRD - SMALL,1
NWA,NORTHWEST AIRLINES,B-757-200,VIBRATION HIGH. 3 FAN BLADES DAMAGED. SIGNIFICANT DAMAGE. EVENT  #433.(DATA ENTRY NOTE: DATES REPTD AS 1ST AND 2ND),Take-off run,10/1/1990 0:00:00,ND,0.0,120.0,Aborted Take-off,,FRANKLINS GULL,1
BUS,BUSINESS,C-310,TIME = 0950. NO DAMAGE.,Approach,9/16/1997 0:00:00,MI,100.0,110.0,None,Overcast,GULLS,1
UPS,UPS AIRLINES,DC-8,WARNING LISTED IN ARPT DIRECTORY. FLT 2942. NO DAMAGE.,Take-off run,12/12/1996 0:00:00,KY,0.0,70.0,Aborted Take-off,Overcast,EUROPEAN STARLING,2-10
UPS,UPS AIRLINES,B-757-200,UNKN DAMAGE TO A/C. FOUND FRESHLY KILLED KILLDEER AT DEPTR END OF  RWY.,Climb,9/23/1998 0:00:00,CA,500.0,150.0,None,Some Cloud,KILLDEER,1
AAL,AMERICAN AIRLINES,MD-80,NO DAMAGE.,Climb,10/28/1997 0:00:00,TX,400.0,180.0,None,No Cloud,UNKNOWN BIRD - SMALL,1
